Id,SalePrice
2536,180000
2537,180000
2538,183000
2539,194000
2540,192000
2541,210000
2542,183000
2543,175000
2544,120500
2545,159000
2546,113000
2547,155000
2548,225000
2549,185000
2550,184750
2551,130000
2552,133000
2553,82000
2554,119000
2555,117000
2556,100000
2557,140000
2558,200000
2559,127000
2560,180000
2561,132000
2562,140000
2563,117000
2564,178000
2565,144000
2566,119500
2567,144000
2568,180500
2569,180500
2570,151000
2571,181000
2572,94500
2573,230000
2574,190000
2575,120500
2576,117000
2577,128000
2578,115000
2579,100000
2580,177000
2581,107000
2582,133000
2583,275000
2584,143000
2585,169990
2586,159000
2587,176000
2588,187500
2589,144000
2590,207500
2591,158000
2592,227680
2593,265900
2594,181500
2595,201000
2596,312500
2597,250000
2598,215000
2599,250000
2600,190000
2601,110000
2602,130000
2603,144000
2604,118000
2605,75000
2606,194000
2607,215000
2608,215000
2609,185000
2610,84500
2611,190000
2612,135000
2613,119500
2614,134000
2615,82500
2616,160000
2617,128500
2618,175000
2619,179900
2620,180000
2621,181000
2622,181000
2623,230000
2624,240000
2625,250000
2626,185000
2627,170000
2628,354000
2629,250000
2630,361919
2631,250000
2632,281213
2633,275000
2634,385000
2635,187500
2636,170000
2637,144000
2638,185000
2639,180000
2640,160000
2641,112500
2642,207500
2643,106000
2644,94500
2645,118000
2646,118000
2647,119500
2648,180000
2649,157000
2650,140000
2651,140000
2652,240000
2653,197900
2654,250000
2655,280000
2656,285000
2657,260000
2658,260000
2659,250000
2660,285000
2661,440000
2662,385000
2663,180000
2664,172500
2665,230000
2666,172500
2667,178900
2668,178900
2669,176485
2670,285000
2671,199900
2672,246578
2673,246578
2674,230000
2675,167240
2676,178000
2677,225000
2678,200000
2679,230000
2680,315000
2681,250000
2682,290000
2683,190000
2684,290000
2685,250000
2686,250000
2687,194000
2688,235128
2689,197000
2690,315000
2691,186500
2692,141000
2693,250000
2694,141000
2695,228500
2696,201000
2697,250000
2698,185000
2699,179200
2700,179200
2701,185000
2702,110000
2703,170000
2704,142500
2705,128500
2706,134000
2707,137000
2708,128500
2709,88000
2710,128500
2711,207500
2712,315000
2713,197000
2714,147400
2715,177000
2716,170000
2717,170000
2718,250000
2719,190000
2720,160000
2721,134000
2722,167900
2723,175000
2724,145000
2725,136500
2726,129000
2727,230000
2728,159500
2729,140000
2730,118000
2731,140000
2732,113000
2733,135000
2734,140000
2735,135000
2736,170000
2737,135000
2738,126500
2739,157000
2740,128500
2741,157000
2742,163000
2743,160000
2744,129000
2745,119000
2746,129000
2747,120000
2748,120500
2749,141000
2750,145000
2751,133000
2752,157000
2753,176000
2754,168000
2755,140000
2756,135000
2757,109500
2758,86000
2759,140000
2760,107000
2761,144000
2762,129000
2763,160000
2764,164000
2765,215000
2766,125500
2767,90000
2768,141000
2769,88000
2770,132000
2771,155000
2772,118500
2773,165000
2774,125000
2775,135000
2776,132000
2777,168000
2778,178000
2779,90000
2780,110000
2781,115000
2782,115000
2783,144000
2784,125000
2785,130000
2786,129500
2787,125000
2788,115000
2789,200000
2790,84500
2791,110000
2792,79000
2793,127000
2794,88000
2795,101000
2796,113000
2797,168000
2798,82000
2799,133000
2800,100000
2801,119000
2802,144000
2803,107000
2804,170000
2805,100000
2806,87000
2807,139000
2808,142500
2809,137000
2810,129000
2811,176000
2812,142500
2813,250000
2814,135000
2815,87000
2816,235000
2817,176000
2818,137000
2819,185000
2820,176000
2821,210000
2822,160000
2823,210000
2824,235000
2825,185000
2826,118000
2827,126000
2828,250000
2829,194000
2830,191000
2831,194500
2832,235000
2833,260000
2834,213500
2835,179900
2836,176000
2837,157000
2838,176000
2839,178000
2840,230000
2841,230000
2842,235000
2843,144000
2844,142500
2845,118000
2846,230000
2847,180000
2848,230000
2849,200000
2850,235000
2851,240000
2852,235000
2853,235000
2854,149000
2855,235000
2856,196500
2857,228500
2858,195400
2859,117000
2860,179000
2861,157000
2862,230000
2863,84500
2864,200000
2865,130000
2866,130000
2867,145000
2868,124000
2869,126000
2870,190000
2871,102000
2872,60000
2873,117000
2874,135000
2875,145000
2876,110500
2877,140000
2878,133000
2879,107000
2880,135000
2881,108000
2882,235000
2883,160000
2884,235000
2885,190000
2886,185000
2887,115000
2888,159500
2889,79000
2890,115000
2891,137500
2892,93500
2893,145000
2894,79000
2895,275000
2896,275000
2897,215000
2898,150900
2899,165000
2900,160000
2901,277000
2902,194000
2903,307000
2904,312500
2905,132250
2906,206300
2907,151000
2908,130000
2909,180500
2910,84500
2911,75000
2912,135000
2913,130000
2914,75000
2915,75000
2916,125000
2917,160000
2918,84500
2919,187500
